Date,Open,High,Low,Close,Adj Close,Volume
09-10-2023,3075,3085,3055.550049,3074.699951,3050.718506,1181760
10-10-2023,3073.850098,3099,3072.149902,3076,3052.008545,1551789
11-10-2023,3090,3110,3084.399902,3088.699951,3064.609375,2066921
12-10-2023,3094,3105.050049,3067.050049,3081.75,3057.713623,1870280
13-10-2023,3067.75,3099,3063.5,3089.600098,3065.502441,1437808
16-10-2023,3098.949951,3113.25,3074.699951,3101.899902,3077.706543,818794
17-10-2023,3109.899902,3114.199951,3063,3066.300049,3042.384277,1847182
18-10-2023,3068.649902,3079.149902,3037.149902,3045.600098,3021.845703,1350839
19-10-2023,3025.600098,3069.899902,3007.149902,3054.399902,3030.576904,1599104
20-10-2023,3039.949951,3056.25,2977.300049,3012.350098,2988.85498,1667471
23-10-2023,3003,3006.899902,2949,2958.300049,2935.226563,1614030
25-10-2023,2959,2965.5,2910.300049,2916.100098,2893.355713,2108353
26-10-2023,2906,2916.149902,2857.050049,2864.600098,2842.257568,3286109
27-10-2023,2864.649902,2910.550049,2857.649902,2901.899902,2879.266357,2399538
30-10-2023,2899.199951,2932,2856.149902,2926.350098,2903.525879,1693052
31-10-2023,2929.949951,2951.550049,2907.949951,2929.050049,2906.204834,1556467
01-11-2023,2947.449951,2983.149902,2871.050049,2895.300049,2872.718018,3875595
02-11-2023,2935,2937.850098,2903.199951,2918.100098,2895.340088,1451606
03-11-2023,2934,2948.050049,2905,2911.25,2888.543457,1136175
06-11-2023,2933,2979,2927.25,2975.449951,2952.242676,1235499
07-11-2023,2970,2983.600098,2956.100098,2961.300049,2938.203125,1112206
08-11-2023,2974.699951,3002.75,2961,2996.449951,2973.078857,1013438
09-11-2023,3003,3028.699951,2997,3024.850098,3001.257568,1719911
10-11-2023,3021.050049,3044,3005.25,3033.25,3009.592041,947753
13-11-2023,3050,3054.350098,3031.649902,3048.5,3024.723145,531769
15-11-2023,3062.350098,3071.050049,3055,3064.949951,3041.044678,1160184
16-11-2023,3057.949951,3082.100098,3045,3051.149902,3027.352295,1597607
17-11-2023,3050,3115.449951,3045.149902,3109,3084.751221,1325050
20-11-2023,3095.100098,3111.949951,3076.199951,3088.800049,3064.70874,1231164
21-11-2023,3088.5,3099,3062.449951,3074.850098,3050.867676,1884782
22-11-2023,3074.850098,3088.649902,3062.5,3082.300049,3058.259521,1104208
23-11-2023,3080,3088,3031.050049,3045.649902,3021.895264,1514688
24-11-2023,3050,3067,3039.600098,3054.25,3030.428223,915121
28-11-2023,3054,3059.149902,3035,3050,3026.211426,1210508
29-11-2023,3050,3089.899902,3049,3083.75,3059.697998,1801107
30-11-2023,3076.300049,3124.550049,3058.699951,3109.199951,3084.949463,3131624
01-12-2023,3129.949951,3197.949951,3121.050049,3190.649902,3165.76416,2112908
04-12-2023,3285,3347.550049,3250,3313.550049,3287.705811,3095974
05-12-2023,3319.050049,3325,3279.050049,3315.449951,3289.59082,1659309
06-12-2023,3330,3401,3321,3392.300049,3365.841553,2057233
07-12-2023,3392.300049,3409.899902,3337.050049,3355.600098,3329.427979,2128823
08-12-2023,3377,3430,3366,3378.449951,3352.099609,2428891
11-12-2023,3377.949951,3405,3360,3385.800049,3359.392334,1534238
12-12-2023,3375,3375,3332,3342.399902,3316.330566,1888423
13-12-2023,3352.949951,3410,3346.199951,3399.800049,3373.283203,1509107
14-12-2023,3425.949951,3440,3400.100098,3433.100098,3406.323486,2425646
15-12-2023,3435.149902,3498.899902,3432.850098,3488,3460.795166,2632935
18-12-2023,3496,3506,3466,3491.600098,3464.367188,1767429
19-12-2023,3488.949951,3525,3476.050049,3498.949951,3471.659668,1311700
20-12-2023,3505,3514.600098,3412.550049,3418.5,3391.837158,1876048
21-12-2023,3390.050049,3439.949951,3333,3424.149902,3397.443115,2292802
22-12-2023,3424,3496,3408.600098,3477.949951,3450.823486,1681707
26-12-2023,3477.949951,3508.350098,3477.949951,3490.050049,3462.829102,1072263
27-12-2023,3510,3549,3504.149902,3544,3516.358398,1389266
28-12-2023,3545,3559.949951,3500.5,3518.050049,3490.61084,3371121
29-12-2023,3531,3540,3495,3526,3498.498779,968577
01-01-2024,3538,3538,3496.050049,3525.449951,3497.952881,777080
02-01-2024,3525.050049,3525.449951,3432,3438.100098,3411.284424,1511464
03-01-2024,3433,3465.850098,3411.600098,3440.350098,3413.516846,1283859
04-01-2024,3441.050049,3480.100098,3423,3458.699951,3431.723633,1651616
05-01-2024,3464.949951,3555,3460,3521.899902,3494.430664,2069018
08-01-2024,3540,3559.949951,3490,3501.100098,3473.792969,1993855
09-01-2024,3527.449951,3593.75,3520.100098,3555.949951,3528.215088,1807271
10-01-2024,3549.949951,3558.949951,3520,3545.5,3517.84668,1534821
11-01-2024,3545.5,3559.550049,3500.550049,3504.850098,3477.513672,1105348
12-01-2024,3505.050049,3578.649902,3494.050049,3568.800049,3540.964844,1782631
15-01-2024,3576.100098,3605.699951,3538.050049,3543.050049,3515.415771,1783518
16-01-2024,3548,3589,3538,3573.5,3545.628174,1791818
17-01-2024,3555,3614.449951,3547.699951,3570.949951,3543.098145,2699076
18-01-2024,3570.800049,3616.949951,3525,3596,3567.952881,2148898
19-01-2024,3603,3655.850098,3603,3646,3617.562744,1913923
23-01-2024,3637.600098,3661.350098,3536.199951,3551,3523.303711,1742142
24-01-2024,3570,3617.949951,3521.699951,3589.199951,3561.205811,3711521
25-01-2024,3599.899902,3618.25,3564.800049,3593.449951,3565.422607,2206540
29-01-2024,3604,3733.850098,3600.100098,3708,3679.079102,2072982
30-01-2024,3715.949951,3737.899902,3624.899902,3633.300049,3604.961914,1454989
31-01-2024,3520,3538,3387.050049,3479.75,3452.609375,9637606
01-02-2024,3480,3493.75,3371,3398,3371.49707,6149780
02-02-2024,3402.699951,3436.350098,3361,3376.050049,3349.718262,7579802
05-02-2024,3375.5,3407.949951,3318.449951,3341.75,3315.685791,2954238
06-02-2024,3346,3427.75,3337.550049,3424.25,3397.542236,2545192
07-02-2024,3445,3447,3389,3394.699951,3368.222656,2099940
08-02-2024,3413,3417.800049,3293.850098,3335.5,3309.484619,3471727
09-02-2024,3336.25,3390,3308.949951,3324.550049,3298.620117,3121873
12-02-2024,3330,3339.149902,3287,3299.550049,3273.814941,1922273
13-02-2024,3312,3338.550049,3284.100098,3321.5,3295.59375,2151493
14-02-2024,3290.050049,3316.949951,3263.050049,3309,3283.191162,2502138
15-02-2024,3309,3321.949951,3290.199951,3300.300049,3274.559082,1999189
16-02-2024,3304.949951,3398,3304.050049,3386.75,3360.334717,2768329
19-02-2024,3400.550049,3408,3335.5,3339.850098,3313.800781,1216447
20-02-2024,3339.850098,3367.75,3328.449951,3356.75,3330.568848,1578162
21-02-2024,3356.899902,3356.899902,3290.050049,3296.399902,3270.689453,2430672
22-02-2024,3310,3369,3276.949951,3363.75,3337.51416,2521388
23-02-2024,3363.75,3399.899902,3340.75,3387.949951,3361.525391,2107176
26-02-2024,3400,3491.649902,3393,3470.149902,3443.084229,4122419
27-02-2024,3475,3512,3451.899902,3506.449951,3479.101074,2122286
28-02-2024,3505,3513,3446.149902,3470.199951,3443.133789,1666903
29-02-2024,3485,3496,3436.449951,3477.550049,3450.426758,2119512
01-03-2024,3501.649902,3658.350098,3500,3633.5,3605.160156,4407803
04-03-2024,3670,3679.800049,3622.050049,3644.449951,3616.024902,1307501
05-03-2024,3631.199951,3644.449951,3590.300049,3612.600098,3584.42334,1981370
06-03-2024,3618,3652.449951,3586.050049,3642.199951,3613.79248,1500196
07-03-2024,3660.75,3705.149902,3643.25,3676.949951,3648.27124,2344401
11-03-2024,3700,3700,3631.449951,3640.600098,3612.205078,1748541
12-03-2024,3639.050049,3672,3613.149902,3621.649902,3593.402588,1470377
13-03-2024,3634.899902,3636.800049,3511.899902,3538.550049,3510.950928,2503293
14-03-2024,3527.050049,3636,3522,3608.199951,3580.057617,4528490
15-03-2024,3598,3603,3524.050049,3537.149902,3509.561768,4054210
18-03-2024,3537.149902,3572.199951,3526.699951,3561.199951,3533.424072,1354787
19-03-2024,3541,3549.5,3481,3501.699951,3474.388184,1447405
20-03-2024,3502.75,3524.949951,3487.75,3509.699951,3482.325928,1442811
21-03-2024,3525.149902,3596,3525.149902,3560,3532.233643,2504962
22-03-2024,3546.199951,3647.300049,3546.199951,3617.800049,3589.582764,3020545
26-03-2024,3605,3676.899902,3600,3670.100098,3641.474854,2320963
27-03-2024,3683,3727.199951,3670.100098,3706.399902,3677.491699,2387693
28-03-2024,3706.550049,3813.350098,3697.550049,3763.899902,3734.543213,4278668
